228	83456000
229	83456000
230	83456000
231	82927616
232	83456000
233	83984384
234	83456000
235	83456000
236	83456000
237	83984384
238	83456000
239	82927616
240	83984384
241	83456000
242	83456000
243	83984384
244	83456000
245	83984384
246	83456000
247	83984384
248	83456000
249	83456000
250	83456000
251	83456000
252	83984384
253	82927616
254	83456000
255	83984384
256	83456000
257	83456000
258	83456000
259	82927616
260	83456000
261	83984384
262	83984384
263	83456000
264	83456000
265	83456000
266	83456000
267	83456000
268	83984384
269	83456000
270	83456000
271	83984384
272	83984384
273	82927616
274	83456000
275	83456000
276	83456000
277	83456000
278	83456000
279	83984384
280	83456000
281	83456000
282	83984384
283	82927616
284	83456000
285	83984384
286	83984384
287	83456000
288	83984384
289	83456000
290	83456000
291	83984384
292	83984384
293	83456000
294	83984384
295	83456000
296	83456000
297	83984384
298	83984384
299	83984384
300	83456000
301	83456000
302	83984384
303	83456000
304	83456000
305	83456000
306	83456000
307	83456000
308	83984384
309	83456000
310	83456000
311	83456000
312	83456000
313	83456000
314	83456000
315	83984384
316	83456000
317	83456000
318	83456000
319	83984384
320	83456000
321	83456000
322	82927616
323	83984384
324	83984384
325	82927616
326	83456000
327	83456000
328	83456000
329	82927616
330	83984384
331	83456000
332	83456000
333	82927616
334	83456000
335	83456000
336	83984384
337	83984384
338	83456000
339	83456000
340	83984384
341	83984384
342	83456000
343	83456000
344	83984384
345	83456000
346	83456000
347	83984384
348	82927616
349	83456000
350	83456000
351	83456000
352	83456000
353	83984384
354	83456000
355	83456000
356	83984384
357	83456000
358	83456000
359	83456000
360	83984384
361	83984384
362	83456000
363	83456000
364	83984384
365	83456000
366	83984384
367	83456000
368	83456000
369	83456000
370	83984384
371	83456000
372	83984384
373	83456000
374	83984384
375	83456000
376	83456000
377	83984384
378	83456000
379	83456000
380	83456000
381	83984384
382	83456000
383	83984384
384	83456000
385	83984384
386	82927616
387	83984384
388	82927616
389	83456000
390	83456000
391	83456000
392	83456000
393	83456000
394	83456000
395	83456000
396	83456000
397	83456000
398	83456000
399	83730432
400	83456000
401	82927616
402	83984384
403	83456000
404	83456000
405	83456000
406	101122048
407	100593664
408	101122048
409	100593664
410	102690816
411	102973440
412	102690816
413	104259584
414	105308160
415	104259584
416	104787968
417	104787968
418	104787968
419	104787968
420	105316352
421	105316352
422	105316352
423	104787968
424	104787968
425	104787968
426	104787968
427	104787968
428	105316352
429	107413504
430	106356736
431	107413504
432	107184128
433	106885120
434	106885120
435	106885120
436	106885120
437	106885120
438	107188224
439	106885120
440	106885120
441	106885120
442	106885120
443	106885120
444	106356736
445	106885120
446	106885120
447	107192320
448	106885120
449	106885120
450	106356736
451	106885120
452	106356736
453	106885120
454	107716608
455	109506560
456	111079424
457	111079424
458	111079424
459	111079424
460	111079424
461	111607808
462	111079424
463	111079424
464	111079424
465	111079424
466	111079424
467	111079424
468	111079424
469	111079424
470	111079424
471	111079424
472	111607808
473	111079424
474	111079424
475	111079424
476	111079424
477	111079424
478	111607808
479	111607808
480	109568000
481	108441600
482	108441600
483	108441600
484	108441600
485	108441600
486	108441600
487	108441600
488	108441600
489	108441600
490	108441600
491	108441600
492	108441600
493	108441600
494	108441600
495	108441600
496	108441600
497	108441600
498	108441600
499	108441600
